ID_compound,SMILES,Common_name,Biological Activity,Pathogen,Category,IC50 (µM),Experiment Type,IC50(µg/ml),CC50,Ki,EC50_invitro,EC50_viral,% Inhibition,Tested at [C],Molecular Weight,Origin,Formula,Family,Sub_family,Nature,Reference,ID_ref,PUBCHEM_CID
362,CO[C@H]5CC[C@@]1(Oc2cccc3cccc(O1)c23)c4cccc(O)c45,palmarumycin CP 19,Active,Leishmania,Intracellular,152,,,,,,,,,334.371,fungus Edenia sp,C21H18O4,palmarumycin,,natural,10.1021/cr400552x,291,
363,CO[C@H]5CC[C@@]1(Oc2cccc3cccc(O1)c23)c4cccc(O)c45,palmarumycin CP 19,Active,Leishmania,Intracellular,[0.12-8.40],,,,,,,,,334.371,fungus Edenia sp,C21H18O4,palmarumycin,,natural,10.1021/cr400552x,291,
364,Cc1cc2c(c(c1)O)C(=O)c3c(cc(cc3O)O)C2=O,emodin,Active,Leishmania,Intracellular,,,2.05,,,,,,,270.24,Vismia orientalis Engl. (Clusiasceae),C15H10O5,quinone,,natural,10.1021/cr400552x,292,
365,CC(=CCC/C(=C/COc1cc2cc3c(c(c2c(c1)O)O)C(=O)CC(C3)(C)O)/C)C,vismione D,Active,Leishmania,Intracellular,,,0.37,,,,,,,410.51,Vismia orientalis Engl (Clusiasceae),C25H30O5,quinone,,natural,10.1021/cr400552x,293,
366,CC1=C(C2=C(C(=C(C=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)C(=O)C1=O)O,dioncoquinone A,Active,Leishmania,Extracellular,,,,,,,,"49,6",,382.321,Ancistrocladus abbreviatus,C17H18O10,quinone,naphthoquinone,natural,10.1021/cr400552x &  10.1016/j.bmc.2013.11.048  ,294,
367,CC1=C(C(=O)c2c(ccc(c2O)O)C1=O)O,dioncoquinone B,Active,Leishmania,Extracellular,,,,,,,,"79,2",,220.18,Ancistrocladus abbreviatus,C11H8O5,quinone,naphthoquinone,natural,10.1021/cr400552x &  10.1016/j.bmc.2013.11.048  ,295,
368,c1ccc2c(c1)C(=O)C=CC2=O,"1,4-naphthoquinone",Active,Leishmania,Extracellular,2,,,,,,,,,158.156,Boraginaceae,C10H6O2,quinone,simple naphthoquinone,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,296,
369,c1ccc2c(c1)C(=O)C=CC2=O,"1,4-naphthoquinone",Active,Leishmania,Intracellular,8.5,,,,,,,,,158.156,Boraginaceae,C10H6O2,quinone,simple naphthoquinone,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,296,
370,CC1=CC(=O)c2ccccc2C1=O,menadione,Active,Leishmania,Intracellular,10.8,,,,,,,,,172.183,Boraginaceae,C11H8O2,quinone,simple naphthoquinone,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,297,
371,CC1=CC(=O)c2ccccc2C1=O,menadione,Active,Leishmania,Intracellular,6.2,,,,,,,,,172.183,Boraginaceae,C11H8O2,quinone,simple naphthoquinone,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,297,
372,c1cc2c(c(c1)O)C(=O)C=CC2=O,juglone,Active,Leishmania,Intracellular,6,,,,,,,,,174.155,Boraginaceae,C10H6O3,quinone,simple naphthoquinone,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,298,
373,c1cc(c2c(c1O)C(=O)C=CC2=O)O,naphthazarin,Active,Leishmania,Intracellular,1.2,,,,,,,,,190.154,Boraginaceae,C10H6O4,quinone,simple naphthoquinone,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,299,
374,c1cc(c2c(c1O)C(=O)C=CC2=O)O,naphthazarin,Active,Leishmania,Intracellular,2.3,,,,,,,,,190.154,Boraginaceae,C10H6O4,quinone,simple naphthoquinone,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,299,
375,CC1=CC(=O)c2c(cccc2O)C1=O,plumbagin,Active,Leishmania,,,,,,,,,,,188.182,Boraginaceae,C11H8O3,quinone,simple naphthoquinone,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 & 10.1016/j.bmc.2013.11.048 ,300,
376,COc2cc(=O)c1ccccc1c2=O,"2 methoxy - 1,4 - naphthoquinone",Active,Leishmania,Intracellular,12.6,,,,,,,,,188.182,plants of the family Boraginaceae,C11H8O3,quinone,simple naphthoquinone,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,301,
377,COc2cc(=O)c1ccccc1c2=O,"2 methoxy - 1,4 - naphthoquinone",Active,Leishmania,Intracellular,6.5,,,,,,,,,188.182,plants of the family Boraginaceae,C11H8O3,quinone,simple naphthoquinone,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,301,
378,COc2c(OC)c(=O)c1ccccc1c2=O,"2,3 dimethoxy - 1,4 - naphthoquinone",Active,Leishmania,Intracellular,>30,,,,,,,,,218.208,plants of the family Boraginaceae,C12H10O4,quinone,simple naphthoquinone,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,302,
379,COc2c(OC)c(=O)c1ccccc1c2=O,"2,3 dimethoxy - 1,4 - naphthoquinone",Active,Leishmania,Intracellular,7,,,,,,,,,218.208,plants of the family Boraginaceae,C12H10O4,quinone,simple naphthoquinone,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,302,
380,CC(=CC[C@@H](C1=CC(=O)c2c(ccc(c2C1=O)O)O)O)C,alkannin,Active,Leishmania,Intracellular,1.5,,,,,,,,,288.299,plants of the family Boraginaceae,C16H16O5,quinone,Alkannin/shikonin derivative,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,303,
381,CC(=CC[C@@H](C1=CC(=O)c2c(ccc(c2C1=O)O)O)O)C,alkannin,Active,Leishmania,Intracellular,1.3,,,,,,,,,288.299,plants of the family Boraginaceae,C16H16O5,quinone,Alkannin/shikonin derivative,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,303,
382,CC(=CC[C@H](C1=CC(=O)c2c(ccc(c2C1=O)O)O)O)C,shikonin,Active,Leishmania,Intracellular,1.3,,,,,,,,,288.299,plants of the family Boraginaceae,C16H16O5,quinone,Alkannin/shikonin derivative,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,304,
383,CC(=CC[C@H](C1=CC(=O)c2c(ccc(c2C1=O)O)O)O)C,shikonin,Active,Leishmania,Intracellular,1.9,,,,,,,,,288.299,plants of the family Boraginaceae,C16H16O5,quinone,Alkannin/shikonin derivative,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,304,
384,CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)OC(=O)C=C(C)C)C,"beta,beta -dimethylacryl shikonin",Active,Leishmania,Intracellular,0.5,,,,,,,,,370.401,plants of the family Boraginaceae,C21H22O6,quinone,Alkannin/shikonin derivative,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,305,
385,CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)OC(=O)C=C(C)C)C,"beta,beta -dimethylacryl shikonin",Active,Leishmania,Intracellular,2.7,,,,,,,,,370.401,plants of the family Boraginaceae,C21H22O6,quinone,Alkannin/shikonin derivative,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,305,
386,CC(C)CC(=O)OC(CC=C(C)C)C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O,isovalerylshikonin,Active,Leishmania,Intracellular,0.8,,,,,,,,,372.417,plants of the family Boraginaceae,C21H24O6,quinone,Alkannin/shikonin derivative,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,306,
387,CC(C)CC(=O)OC(CC=C(C)C)C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O,isovalerylshikonin,Active,Leishmania,Intracellular,3,,,,,,,,,372.417,plants of the family Boraginaceae,C21H24O6,quinone,Alkannin/shikonin derivative,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,306,
388,CC(=CCC(C1=CC(=O)c2c(ccc(c2C1=O)O)O)OC(=O)C)C,acetylshikonin,Active,Leishmania,Intracellular,0.5,,,,,,,,,330.336,plants of the family Boraginaceae,C18H18O6,quinone,Alkannin/shikonin derivative,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,307,
389,CC(=CCC(C1=CC(=O)c2c(ccc(c2C1=O)O)O)OC(=O)C)C,acetylshikonin,Active,Leishmania,Intracellular,5,,,,,,,,,330.336,plants of the family Boraginaceae,C18H18O6,quinone,Alkannin/shikonin derivative,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,307,
390,CC(=CCCC1=CC(=O)c2c(ccc(c2C1=O)O)O)C,deoxyshikonin,Active,Leishmania,Intracellular,2.2,,,,,,,,,272.3,plants of the family Boraginaceae,C16H16O4,quinone,Alkannin/shikonin derivative,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,308,
391,CC(=CCCC1=CC(=O)c2c(ccc(c2C1=O)O)O)C,deoxyshikonin,Active,Leishmania,Intracellular,4.1,,,,,,,,,272.3,plants of the family Boraginaceae,C16H16O4,quinone,Alkannin/shikonin derivative,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,308,
392,C/C(C)=C\CC(O)c4cc(=O)c3c(O)cc(C(C/C=C(C)/C)c2cc(=O)c1c(O)ccc(O)c1c2=O)c(O)c3c4=O,vaforhizin,Active,Leishmania,Intracellular,0.7,,,,,,,,,558.583,plants of the family Boraginaceae,C32H30O9,quinone,Dimeric naphthoquinone,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,309,
393,C/C(C)=C\CC(O)c4cc(=O)c3c(O)cc(C(C/C=C(C)/C)c2cc(=O)c1c(O)ccc(O)c1c2=O)c(O)c3c4=O,vaforhizin,Active,Leishmania,Intracellular,1.1,,,,,,,,,558.583,plants of the family Boraginaceae,C32H30O9,quinone,Dimeric naphthoquinone,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,309,
394,C/C(C)=C\CC(O)c4cc(=O)c3c(O)c(C(C/C=C(C)/C)c2cc(=O)c1c(O)ccc(O)c1c2=O)cc(O)c3c4=O,isovaforhizin,Active,Leishmania,Intracellular,0.7,,,,,,,,,558.583,plants of the family Boraginaceae,C32H30O9,quinone,Dimeric naphthoquinone,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,310,
395,C/C(C)=C\CC(O)c4cc(=O)c3c(O)c(C(C/C=C(C)/C)c2cc(=O)c1c(O)ccc(O)c1c2=O)cc(O)c3c4=O,isovaforhizin,Active,Leishmania,Intracellular,1.1,,,,,,,,,558.583,plants of the family Boraginaceae,C32H30O9,quinone,Dimeric naphthoquinone,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,310,
396,Cc4c(c2c(C)c(=O)c1cccc(O)c1c2=O)c(=O)c3c(O)cccc3c4=O,"3,3' -biplumbugin",Active,Leishmania,Intracellular,12,,,,,,,,,374.348,plants of the family Boraginaceae,C22H14O6,quinone,Dimeric naphthoquinone,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,311,
397,Cc4c(c2c(C)c(=O)c1cccc(O)c1c2=O)c(=O)c3c(O)cccc3c4=O,"3,3' -biplumbugin",Active,Leishmania,Intracellular,25.5,,,,,,,,,374.348,plants of the family Boraginaceae,C22H14O6,quinone,Dimeric naphthoquinone,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,311,
398,CC(O)/C1=C/c3c(C1)c(=O)c2cccc(O)c2c3=O,,Active,Leishmania,Intracellular,4,,,,,,,,,256.257,plants of the family Boraginaceae,C15H12O4,quinone,Furanonaphthoquinone,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,312,
399,CC(O)/C1=C/c3c(C1)c(=O)c2c(O)cccc2c3=O,,Active,Leishmania,Intracellular,4,,,,,,,,,256.257,plants of the family Boraginaceae,C15H12O4,quinone,Furanonaphthoquinone,natural,10.1021/cr400552x &   10.1055/s-0031-1280092 ,313,
400,[H][C@@]23C/C=C\1C[C@@H](O)CC[C@]1(C)C2CC[C@]4(C)C(C(C)CC[C@H](CC)C(=C)C)CCC34,Clerosterol,Active,Leishmania,Intracellular,,,18,,,,,,,412.702,the fruits of Cassia fistula,C29H48O,,,natural,10.1021/cr400552x &   10.1002/ptr.2131 ,314,
401,CCc1c(OC)oc(CCCCCCCCC(=O)OC)c(C)c1=O,Gamma-pyrone,Active,Leishmania,Extracellular,,,5.76,,,,,,,338.444,Podolepsis hieracioides,C19H30O5,,,natural,10.1021/cr400552x,315,
402,CCc1c(OC)oc(CCCCCCCCC(=O)OC)c(C)c1=O,Gamma-pyrone,Active,Leishmania,Intracellular,,,8.29,,,,,,,338.444,Podolepsis hieracioides,C19H30O5,,,natural,10.1021/cr400552x,315,
403,CCc1c(CCCCCCCCC(=O)OC(C)=O)oc(OC)c(CC)c1=O,Gamma-pyrone,Active,Leishmania,Extracellular,,,5.43,,,,,,,380.481,Podolepsis hieracioides,C21H32O6,,,natural,10.1021/cr400552x,316,
404,CCc1c(CCCCCCCCC(=O)OC(C)=O)oc(OC)c(CC)c1=O,Gamma-pyrone,Active,Leishmania,Intracellular,,,8.59,,,,,,,380.481,Podolepsis hieracioides,C21H32O6,,,natural,10.1021/cr400552x,316,
405,[H][C@@]23Cc1c(O)ccc(O)c1C[C@]2(C)CCC[C@@]3(C)O,cordiaquinol J,Active,Leishmania,Extracellular,,,[1.4-7],,,,,,,262.349,Cordia fragrantissima,C16H22O3,,,natural,10.1021/cr400552x,317,
406,CC1=CCC[C@@]2([C@H]1CC3=C(C2)C(=O)C=CC3=O)C,cordiachrome A,Active,Leishmania,Intracellular,,,4.1,,,,,,,242.318,Cordia fragrantissima,C16H18O2,,,natural,10.1021/cr400552x,318,
407,CC1=CCC[C@@]2([C@H]1CC3=C(C2)C(=O)C=CC3=O)C,cordiachrome A,Active,Leishmania,Intracellular,,,0.71,,,,,,,242.318,Cordia fragrantissima,C16H18O2,,,natural,10.1021/cr400552x,318,
408,C[C@@]12CCCC(=C)[C@@H]1CC3=C(C2)C(=O)C=CC3=O,cordiachrome  B ,Active,Leishmania,Extracellular,,,2.5,,,,,,,242.318,Cordia fragrantissima,C16H18O2,,,natural,10.1021/cr400552x,319,
409,CC(=C)[C@@H]1CC2=C(C[C@]1(C)C=C)C(C=CC2O)O,cordiaquinol C,Active,Leishmania,Extracellular,,,4.5,,,,,,,246.35,Cordia fragrantissima,C16H22O2,,,natural,10.1021/cr400552x,320,
410,C/C(=C\CC1=C(C=CC(=C1)O)O)/CC/C=C(\C)/C=O,alliodorin,Active,Leishmania,Extracellular,7,,,,,,,,,260.333,Cordia fragrantissima,C16H20O3,,,natural,10.1021/cr400552x,321,
411,[H][C@@]12[C@H](C)[C@@]3([H])CO[C@]4(O[C@@]11[C@@](O)(C[C@@H](O)[C@@]5([H])[C@@]4([H])CC(O)[C@@]4(O)CC=CC(=O)[C@]54C)C(=O)O[C@@]1(C)[C@@]([H])(CC)OC3=O)C2=O,,Active,Leishmania,,,,0.92,,,,,,,576.595,the whole plant of Physalis minima,C29H36O12,physalins,,natural,10.1021/cr400552x,322,
412,[H][C@H]6C[C@@]2(O)C(=O)O[C@@]1(C)[C@@]([H])(CC)OC(=O)[C@]4([H])CO[C@@]3(O[C@@]12[C@]([H])(C3=O)[C@@H]4C)[C@]7([H])C[C@@H]([H])[C@@]5(O)C/C=C\C(=O)[C@]5(C)[C@@]67[H],"16,24-Cyclo-13,14-secoergosta-18,26 dioic Acid5,6:14:17,14:27Triepoxy13,20,22-trihydroxy-3a-meth-oxy-1,15-dioxo-g-lactoned-Lactone",Active,Leishmania,Extracellular,,,19.4,,,,,,,544.597,the whole plant of Physalis minima,C29H36O10,physalins,,natural,10.1021/cr400552x &  10.1002/cbdv.200590086 ,323,
413,[H]C1C[C@]2([H])[C@]([H])([C@H](O)C[C@@]3(O)C(=O)O[C@@]4(C)[C@@]([H])(CC)OC(=O)[C@]5([H])CO[C@@]22O[C@]34[C@@]([H])([C@@H]5C)C2=O)[C@@]2(C)C(=O)C=CC[C@]12Cl,"16,24-Cyclo-13,14-secoergost-2-ene-18,26-dioic Acid14:17,14:27-Diepoxy5a,13,20,22-tetrahydroxy-1,15-dioxo-g-lactoned-Lactone",Active,Leishmania,,,,5,,,,,,,579.042,the whole plant of Physalis minima,C29H35ClO10,physalins,,natural,10.1021/cr400552x &  10.1002/cbdv.200590086 ,324,
414,CC12CC3C4(C56C1C(=O)C(O5)(C7CC(C8(CC=CC(=O)C8(C7CCC6(C(=O)O4)O)C)Cl)O)OCC2C(=O)O3)C,Physalin H,Active,Leishmania,Extracellular,,,3.39,,,,,,,562.999,the whole plant of Physalis minima,C28H31ClO10,physalins,,natural,10.1021/cr400552x &  10.1002/cbdv.200590086 ,325,
415,C[C@@]12C[C@H]3[C@@]4([C@@]56[C@@H]1C(=O)[C@@](O5)([C@@H]7CC=C8C=CCC(=O)[C@@]8([C@@H]7CC[C@@]6(C(=O)O4)O)C)OC[C@@H]2C(=O)O3)C,Isophysalin B,Active,Leishmania,Extracellular,,,[0.92-7],,,,,,,510.539,the whole plant of Physalis minima,C28H30O9,physalins,,natural,10.1021/cr400552x &  10.1002/cbdv.200590086 ,326,
416,C[C@]12CCC3C(C1CC[C@@]2([C@H]4C[C@@]5(C[C@H]4OC(=O)[C@]5(C)O)C)O)C[C@H]6[C@]7([C@@]3(C(=O)C=CC7)C)O6,acnistin A,Active,Leishmania,Intracellular,,,,,,"[1-7,9]",,,,470.606,,C28H38O6,acnistin,,natural,10.1021/cr400552x,327,
417,CC(=O)O[C@H]1[C@H]2[C@@H]3CC[C@]([C@]3(CC[C@@H]2[C@]4(C(=O)C=CC[C@@]45[C@@H]1O5)C)C)([C@H]6C[C@@]7(C[C@H]6OC(=O)[C@]7(C)O)C)O,acnistin C,Active,Leishmania,Intracellular,,,,,,"[1-7,9]",,,,528.642,,C30H40O8,acnistin,,natural,10.1021/cr400552x,328,
418,c1cc2ccc3cc4c(c5c3c2c(c1)cc5)[C@H]([C@@H]([C@@H]([C@H]4O)O)O)Nc6c7c(ncn6)n(cn7)[C@H]8C[C@@H]([C@H](O8)COP(=O)([O-])[O-])O,acnistin E,Active,Leishmania,Intracellular,,,,,,1,,,,631.538,,C30H26N5O9P-2,,,natural,10.1021/cr400552x,329,
419,[H][C@@]34C[C@H]1O[C@]12CCCC(=O)[C@]2(C)[C@@]3([H])CC[C@@]5(C)C4CC[C@@]5(O)[C@@]6(C)C[C@]7(C)C[C@@]6(C)OC(=O)[C@]7(C)O,acnistin G,Active,Leishmania,Intracellular,,,,,,,,,,500.676,,C30H44O6,,,natural,10.1021/cr400552x,330,
420,[H][C@]17CC(C)(O)[C@@](C)(C[C@@]1([H])[C@@]6(O)CC[C@@]5(O)C4C[C@H]2O[C@]23[C@@H](O)/C=C\C(=O)[C@]3(C)C4CC[C@@]56C)C(=O)O7,withajardin B,Active,Leishmania,Intracellular,,,,,,"1,1",,,,502.604,,C28H38O8,,withajardin,natural,10.1021/cr400552x,331,
421,C=CCCCCC/C=C\CC#CC#C[C@H](O)C=C,oxylipin (polyacetylene),Active,Leishmania,Extracellular,,,0.478,,,,,,,242.362,The crude extract of Tridax procumbens,C17H22O,,,natural,10.1021/cr400552x,332,
422,C[C@]12[C@@H]3CC[C@@H](O3)[C@@]1(C)C(=O)OC2=O,cantharidin,Active,Leishmania,Intracellular,,,1.2,,,,,,,196.202,,C10H12O4,,,natural,10.1021/cr400552x,333,
423,CC1=CC[C@H](CC1)[C@](C)(CCC=C(C)C)O,alpha-bisabolol,Active,Leishmania,Extracellular,,,10.99,,,,,,,222.372,,C15H26O,,,natural,10.1021/cr400552x,334,
424,c1ccc(c(c1)C(=O)/C=C/C2=Cc3cc(ccc3OC2)Cl)F,,Active,Leishmania,Extracellular,<= 3,,,,,,,,,314.743,,C18H12ClFO2,chalcone derivative,1-(6-chloro-2H-chromen-3-yl)propen-1-one,synthetic,10.1021/cr400552x,337,
425,c1ccc(c(c1)C(=O)/C=C/C2=Cc3cc(ccc3OC2)Cl)Cl,,Active,Leishmania,Extracellular,1.22,,,,,,,,,331.198,,C18H12Cl2O2,chalcone derivative,1-(6-chloro-2H-chromen-3-yl)propen-1-one,synthetic,10.1021/cr400552x,338,
426,Clc1ccc(C(=O)\C=C\C2=Cc3cc(Cl)ccc3OC2)c(Cl)c1,,Active,Leishmania,Extracellular,<= 3,,,,,,,,,365.643,,C18H11Cl3O2,chalcone derivative,1-(6-chloro-2H-chromen-3-yl)propen-1-one,synthetic,10.1021/cr400552x,339,
427,COc1cc(cc(OC)c1OC)C(=O)\C=C\C1=Cc2cc(Cl)ccc2OC1,,Active,Leishmania,Extracellular,<= 3,,,,,,,,,386.831,,C21H19ClO5,chalcone derivative,1-(6-chloro-2H-chromen-3-yl)propen-1-one,synthetic,10.1021/cr400552x,340,
428,Clc1ccc2OCC(\C=C\C(=O)c3ccccc3Br)=Cc2c1,,Active,Leishmania,Extracellular,1.33,,,,,,,,,375.649,,C18H12BrClO2,chalcone derivative,3-(6-chloro-2H-chromen-3-yl)propen-1-one,synthetic,10.1021/cr400552x,342,
429,Cc1ccc(cc1)C(=O)\C=C\C1=Cc2cc(Cl)ccc2OC1,,Active,Leishmania,Extracellular,<= 3,,,,,,,,,310.78,,C19H15ClO2,chalcone derivative,3-(6-chloro-2H-chromen-3-yl)propen-1-one,synthetic,10.1021/cr400552x,343,
430,COc1cc(OC)cc(c1)C(=O)\C=C\C1=Cc2cc(Cl)ccc2OC1,,Active,Leishmania,Extracellular,<= 3,,,,,,,,,356.805,,C20H17ClO4,chalcone derivative,3-(6-chloro-2H-chromen-3-yl)propen-1-one,synthetic,10.1021/cr400552x,344,
431,COc1cccc(C(=O)\C=C\C2=Cc3cc(Cl)ccc3OC2)c1OC,,Active,Leishmania,Extracellular,<= 3,,,,,,,,,356.805,,C20H17ClO4,chalcone derivative,3-(6-chloro-2H-chromen-3-yl)propen-1-one,synthetic,10.1021/cr400552x,345,
432,[H]C1=C(\C=C\C(=O)C2=C(OC)C=C(OC)C=C2OC)C([H])=C([H])C(Cl)=C1,,Active,Leishmania,Extracellular,< 10,,,,,,,,,332.783,,C18H17ClO4,trimethoxychalcone derivative,,synthetic,10.1021/cr400552x,350,
433,[H]C1=CC([H])=C(\C=C\C(=O)C2=C(OC)C=C(OC)C=C2OC)C([H])=C1Cl,,Active,Leishmania,Extracellular,2.7,,,,,,,,,332.783,,C18H17ClO4,trimethoxychalcone derivative,,synthetic,10.1021/cr400552x,351,
434,[H]C1=CC([H])=C(\C=C\C(=O)C2=C(OC)C=C(OC)C=C2OC)C(Cl)=C1[H],,Active,Leishmania,Extracellular,3.94,,,216,,,,,,332.783,,C18H17ClO4,trimethoxychalcone derivative,,synthetic,10.1021/cr400552x,352,
435,[H]C1=C(\C=C\C(=O)C2=C(OC)C=C(OC)C=C2OC)C([H])=C(Cl)C(Cl)=C1,,Active,Leishmania,Extracellular,4.62,,,,,,,,,367.228,,C18H16Cl2O4,trimethoxychalcone derivative,,synthetic,10.1021/cr400552x,353,
436,[H]C1=CC(Cl)=C(\C=C\C(=O)C2=C(OC)C=C(OC)C=C2OC)C(Cl)=C1[H],,Active,Leishmania,Extracellular,< 10,,,,,,,,,367.228,,C18H16Cl2O4,trimethoxychalcone derivative,,synthetic,10.1021/cr400552x,354,
437,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CSC=C3)=CC2=C1,,Active,Leishmania,Extracellular,,,0.58,,,,,,,299.782,,C16H10ClNOS,heterocyclic chalcone,,synthetic,10.1021/cr400552x,359,
438,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(C)C=CS3)=CC2=C1,,Active,Leishmania,Extracellular,,,0.75,,,,,,,313.809,,C17H12ClNOS,heterocyclic chalcone,,synthetic,10.1021/cr400552x,360,
439,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC(C)=CS3)=CC2=C1,,Active,Leishmania,Intracellular,,,0.27,,,,,,,313.809,,C17H12ClNOS,heterocyclic chalcone,,synthetic,10.1021/cr400552x,361,
440,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=C(C)S3)=CC2=C1,,Active,Leishmania,Extracellular,,,[0.16-0.93],,,,,,,313.809,,C17H12ClNOS,heterocyclic chalcone,,synthetic,10.1021/cr400552x,362,
441,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(C)SC(C)=C3)=CC2=C1,,Active,Leishmania,Extracellular,,,[0.16-0.93],,,,,,,327.836,,C18H14ClNOS,heterocyclic chalcone,,synthetic,10.1021/cr400552x,363,
442,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(Cl)C=CS3)=CC2=C1,,Active,Leishmania,Extracellular,,,[0.16-0.93],,,,,,,334.227,,C16H9Cl2NOS,heterocyclic chalcone,,synthetic,10.1021/cr400552x,364,
443,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=C(Cl)S3)=CC2=C1,,Active,Leishmania,Extracellular,,,0.23,,,,,,,334.227,,C16H9Cl2NOS,heterocyclic chalcone,,synthetic,10.1021/cr400552x,365,
444,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(Cl)SC(Cl)=C3)=CC2=C1,,Active,Leishmania,Extracellular,,,[0.16-0.93],,,,,,,368.672,,C16H8Cl3NOS,heterocyclic chalcone,,synthetic,10.1021/cr400552x,366,
445,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(Br)C=CS3)=CC2=C1,,Active,Leishmania,Extracellular,,,[0.16-0.93],,,,,,,378.678,,C16H9BrClNOS,heterocyclic chalcone,,synthetic,10.1021/cr400552x,367,
446,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=C(Br)S3)=CC2=C1,,Active,Leishmania,Extracellular,,,[0.16-0.93],,,,,,,378.678,,C16H9BrClNOS,heterocyclic chalcone,,synthetic,10.1021/cr400552x,368,
447,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=C(I)S3)=CC2=C1,,Active,Leishmania,Extracellular,,,[0.16-0.93],,,,,,,425.678,,C16H9ClINOS,heterocyclic chalcone,,synthetic,10.1021/cr400552x,369,
448,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=CN3)=CC2=C1,,Active,Leishmania,Extracellular,,,[0.16-0.93],,,,,,,282.73,,C16H11ClN2O,heterocyclic chalcone,,synthetic,10.1021/cr400552x,370,
449,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=C(C)O3)=CC2=C1,,Active,Leishmania,Extracellular,,,0.37,,,,,,,297.741,,C17H12ClNO2,heterocyclic chalcone,,synthetic,10.1021/cr400552x,371,
450,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(C)SC(C)=C3)=CC2=C1,,Active,Leishmania,Extracellular,,,0.84,,,,,,,327.836,,C18H14ClNOS,heterocyclic chalcone,,synthetic,10.1021/cr400552x,372,
451,[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC4=CC=CC=C4O3)=CC2=C1,,Active,Leishmania,Extracellular,,,[0.16-0.93],,,,,,,333.774,,C20H12ClNO2,heterocyclic chalcone,,synthetic,10.1021/cr400552x,373,
452,[H]C1=CC2=C(C=C1)N=C(Cl)C(\C=C\C(=O)C1=CC3=C(OCCO3)C=C1)=C2,,Active,Leishmania,Extracellular,,,[0.16-0.93],,,,,,,351.789,,C20H14ClNO3,heterocyclic chalcone,,synthetic,10.1021/cr400552x,374,
453,[H]C1=CC2=C(C=C1)N=C(Cl)C(\C=C\C(=O)C1=CC=C3C=CC=CC3=C1)=C2,,Active,Leishmania,Extracellular,,,[0.16-0.93],,,,,,,343.813,,C22H14ClNO,heterocyclic chalcone,,synthetic,10.1021/cr400552x,375,
